"Fecha","Cierre","Apertura","Máximo","Mínimo","% var."
"08.03.2013","12.6280","12.7580","12.7840","12.6174","-1.03"
"11.03.2013","12.5404","12.6235","12.6475","12.5082","-0.69"
"12.03.2013","12.4445","12.5433","12.5570","12.4174","-0.76"
"13.03.2013","12.4327","12.4425","12.4673","12.3681","-0.09"
"14.03.2013","12.4234","12.4357","12.4797","12.3956","-0.07"
"15.03.2013","12.4352","12.4207","12.4672","12.4050","0.09"
"18.03.2013","12.4155","12.4405","12.5505","12.4021","-0.16"
"19.03.2013","12.4384","12.4127","12.4728","12.3674","0.18"
"20.03.2013","12.3475","12.4388","12.4535","12.3433","-0.73"
"21.03.2013","12.4275","12.3515","12.4385","12.3235","0.65"
"22.03.2013","12.3514","12.4293","12.4485","12.3415","-0.61"
"25.03.2013","12.3510","12.3510","12.3730","12.3191","-0.00"
"26.03.2013","12.3524","12.3560","12.3760","12.3043","0.01"
"27.03.2013","12.3362","12.3552","12.4272","12.3285","-0.13"
"28.03.2013","12.3556","12.3356","12.3697","12.3215","0.16"
"29.03.2013","12.3160","12.3575","12.3706","12.3082","-0.32"
"01.04.2013","12.3635","12.3443","12.3700","12.2918","0.39"
"02.04.2013","12.2755","12.3640","12.3730","12.2584","-0.71"
"03.04.2013","12.3455","12.2735","12.3565","12.2517","0.57"
"04.04.2013","12.3075","12.3456","12.3568","12.2728","-0.31"
"05.04.2013","12.1749","12.3064","12.4045","12.1719","-1.08"
"08.04.2013","12.1935","12.1955","12.2205","12.1320","0.15"
"09.04.2013","12.1451","12.1951","12.2066","12.1200","-0.40"
"10.04.2013","12.1064","12.1479","12.1659","12.0860","-0.32"
"11.04.2013","12.0450","12.1070","12.1273","12.0183","-0.51"
"12.04.2013","12.0755","12.0463","12.1155","12.0253","0.25"
"15.04.2013","12.2840","12.0830","12.3020","12.0593","1.73"
"16.04.2013","12.1471","12.2817","12.2906","12.1241","-1.11"
"17.04.2013","12.2091","12.1458","12.2868","12.1332","0.51"
"18.04.2013","12.2729","12.2077","12.3347","12.1604","0.52"
"19.04.2013","12.2615","12.2735","12.3025","12.1870","-0.09"
"22.04.2013","12.2750","12.2610","12.3530","12.2342","0.11"
"23.04.2013","12.2448","12.2776","12.3787","12.2012","-0.25"
"24.04.2013","12.1715","12.2417","12.2966","12.1590","-0.60"
"25.04.2013","12.1688","12.1709","12.1837","12.0858","-0.02"
"26.04.2013","12.1440","12.1630","12.2065","12.1319","-0.20"
"29.04.2013","12.2082","12.1385","12.2196","12.0784","0.53"
"30.04.2013","12.1340","12.2075","12.2170","12.1170","-0.61"
"01.05.2013","12.1991","12.1355","12.2529","12.1285","0.54"
"02.05.2013","12.1728","12.1984","12.2101","12.1468","-0.22"
"03.05.2013","12.0740","12.1740","12.1970","12.0516","-0.81"
"06.05.2013","12.1090","12.0555","12.1274","12.0538","0.29"
"07.05.2013","12.0287","12.1073","12.1307","12.0243","-0.66"
"08.05.2013","11.9782","12.0299","12.0775","11.9630","-0.42"
"09.05.2013","11.9950","11.9762","12.0470","11.9332","0.14"
"10.05.2013","12.0849","12.0000","12.1711","11.9810","0.75"
"13.05.2013","12.1653","12.0711","12.1825","12.0635","0.67"
"14.05.2013","12.1949","12.1658","12.2150","12.1171","0.24"
"15.05.2013","12.2034","12.1974","12.2647","12.1571","0.07"
"16.05.2013","12.2750","12.2087","12.2950","12.1834","0.59"
"17.05.2013","12.3435","12.2881","12.3561","12.2655","0.56"
"20.05.2013","12.2969","12.3299","12.3540","12.2689","-0.38"
"21.05.2013","12.3358","12.2998","12.3941","12.2752","0.32"
"22.05.2013","12.4217","12.3404","12.4470","12.2184","0.70"
"23.05.2013","12.3965","12.4205","12.5466","12.3965","-0.20"
"24.05.2013","12.5410","12.3985","12.5663","12.3904","1.17"
"27.05.2013","12.4688","12.5099","12.5417","12.4560","-0.58"
"28.05.2013","12.6340","12.4681","12.6415","12.4320","1.32"
"29.05.2013","12.6509","12.6291","12.7441","12.5967","0.13"
"30.05.2013","12.7931","12.6552","12.8505","12.6042","1.12"
"31.05.2013","12.8089","12.7834","12.9517","12.7479","0.12"
"03.06.2013","12.7415","12.8067","12.8722","12.7225","-0.53"
"04.06.2013","12.7137","12.7387","12.8102","12.6858","-0.22"
"05.06.2013","12.8568","12.7111","12.8701","12.6695","1.13"
"06.06.2013","12.8005","12.8591","12.9414","12.7845","-0.44"
"07.06.2013","12.7675","12.8079","12.8886","12.6731","-0.26"
"10.06.2013","12.9158","12.7660","12.9177","12.7510","1.16"
"11.06.2013","12.8285","12.9155","13.1041","12.7795","-0.68"
"12.06.2013","12.9274","12.8252","12.9376","12.7215","0.77"
"13.06.2013","12.6275","12.9225","12.9583","12.6215","-2.32"
"14.06.2013","12.7075","12.6250","12.7280","12.6051","0.63"
"17.06.2013","12.8355","12.7175","12.8815","12.6509","1.01"
"18.06.2013","12.8935","12.8354","12.9489","12.8113","0.45"
"19.06.2013","13.2445","12.8947","13.2475","12.8150","2.72"
"20.06.2013","13.3664","13.2420","13.4589","13.1969","0.92"
"21.06.2013","13.3050","13.3670","13.4591","13.2410","-0.46"
"24.06.2013","13.2955","13.3103","13.4421","13.2322","-0.07"
"25.06.2013","13.2212","13.3041","13.3042","13.1459","-0.56"
"26.06.2013","13.1600","13.2175","13.2625","13.1210","-0.46"
"27.06.2013","13.0212","13.1605","13.1670","12.9675","-1.05"
"28.06.2013","12.9460","13.0190","13.1088","12.9320","-0.58"
"01.07.2013","12.9565","12.9675","12.9785","12.8640","0.08"
"02.07.2013","13.0526","12.9648","13.1120","12.9083","0.74"
"03.07.2013","12.9537","13.0430","13.1489","12.9520","-0.76"
"04.07.2013","12.9147","12.9570","12.9970","12.8295","-0.30"
"05.07.2013","13.0760","12.9127","13.1590","12.8685","1.25"
"08.07.2013","12.8837","13.0762","13.1340","12.8590","-1.47"
"09.07.2013","12.8958","12.8725","12.9055","12.8055","0.09"
"10.07.2013","12.9001","12.8987","12.9839","12.8551","0.03"
"11.07.2013","12.8063","12.8987","12.9023","12.7903","-0.73"
"12.07.2013","12.8180","12.8080","12.8712","12.7830","0.09"
"15.07.2013","12.6672","12.8163","12.8212","12.6531","-1.18"
"16.07.2013","12.6212","12.6657","12.6901","12.5699","-0.36"
"17.07.2013","12.4612","12.6253","12.6639","12.4582","-1.27"
"18.07.2013","12.5030","12.4680","12.5740","12.4372","0.34"
"19.07.2013","12.5325","12.5005","12.5895","12.4570","0.24"
"22.07.2013","12.5011","12.5317","12.5432","12.4810","-0.25"
"23.07.2013","12.4955","12.5015","12.5385","12.4827","-0.04"
"24.07.2013","12.6250","12.4970","12.6905","12.4732","1.04"
"25.07.2013","12.6022","12.6143","12.6727","12.5617","-0.18"
"26.07.2013","12.6775","12.6005","12.7461","12.5818","0.60"
"29.07.2013","12.7595","12.6652","12.7735","12.6637","0.65"
"30.07.2013","12.7637","12.7542","12.7956","12.7252","0.03"
"31.07.2013","12.7325","12.7610","12.8960","12.7287","-0.24"
"01.08.2013","12.8313","12.7355","12.8637","12.7242","0.78"
"02.08.2013","12.6623","12.8293","12.8682","12.6327","-1.32"
"05.08.2013","12.6435","12.6585","12.7051","12.6082","-0.15"
"06.08.2013","12.6213","12.6410","12.6827","12.6064","-0.18"
"07.08.2013","12.7215","12.6245","12.7535","12.6155","0.79"
"08.08.2013","12.6045","12.7155","12.7545","12.5852","-0.92"
"09.08.2013","12.6175","12.6020","12.6390","12.5580","0.10"
"12.08.2013","12.6803","12.6127","12.7081","12.5488","0.50"
"13.08.2013","12.7285","12.6853","12.7925","12.6690","0.38"
"14.08.2013","12.7384","12.7229","12.7748","12.6966","0.08"
"15.08.2013","12.8173","12.7347","12.9014","12.6999","0.62"
"16.08.2013","12.9117","12.8180","12.9812","12.8095","0.74"
"19.08.2013","13.0812","12.9051","13.0885","12.9051","1.31"
"20.08.2013","12.9760","13.0798","13.1034","12.9555","-0.80"
"21.08.2013","13.2600","12.9748","13.2675","12.9725","2.19"
"22.08.2013","13.0897","13.2590","13.3069","13.0868","-1.28"
"23.08.2013","12.9560","13.0901","13.1061","12.9336","-1.02"
"26.08.2013","13.1875","12.9775","13.2332","12.9693","1.79"
"27.08.2013","13.2305","13.1879","13.3819","13.1785","0.33"
"28.08.2013","13.3162","13.2270","13.3470","13.2220","0.65"
"29.08.2013","13.3575","13.3232","13.3903","13.2535","0.31"
"30.08.2013","13.3803","13.3608","13.4018","13.2788","0.17"
"02.09.2013","13.3350","13.3655","13.3655","13.2380","-0.34"
"03.09.2013","13.3855","13.3050","13.4663","13.2990","0.38"
"04.09.2013","13.3082","13.3925","13.4025","13.2725","-0.58"
"05.09.2013","13.3830","13.3107","13.4500","13.3085","0.56"
"06.09.2013","13.1723","13.3832","13.4011","13.1662","-1.57"
"09.09.2013","13.1053","13.1771","13.2276","13.0921","-0.51"
"10.09.2013","13.0897","13.1065","13.1633","13.0555","-0.12"
"11.09.2013","13.0518","13.0880","13.1402","13.0248","-0.29"
"12.09.2013","13.0600","13.0413","13.1442","13.0192","0.06"
"13.09.2013","13.0425","13.0600","13.1370","13.0263","-0.13"
"16.09.2013","12.9313","13.0407","13.0415","12.8752","-0.85"
"17.09.2013","12.9245","12.9307","12.9715","12.8982","-0.05"
"18.09.2013","12.6593","12.9261","12.9982","12.6532","-2.05"
"19.09.2013","12.7022","12.6534","12.7577","12.5812","0.34"
"20.09.2013","12.8575","12.7005","12.9285","12.6975","1.22"
"23.09.2013","12.8065","12.8535","12.8801","12.7658","-0.40"
"24.09.2013","12.9484","12.7960","12.9565","12.7960","1.11"
"25.09.2013","13.0103","12.9448","13.0263","12.9220","0.48"
"26.09.2013","13.0660","13.0170","13.1271","12.9440","0.43"
"27.09.2013","13.1397","13.0705","13.1973","13.0571","0.56"
"30.09.2013","13.0915","13.1922","13.2347","13.0785","-0.37"
"01.10.2013","13.1550","13.0900","13.1905","13.0390","0.49"
"02.10.2013","13.1140","13.1563","13.2273","13.0830","-0.31"
"03.10.2013","13.1585","13.1142","13.3385","13.0965","0.34"
"04.10.2013","13.0845","13.1621","13.1936","13.0605","-0.56"
"07.10.2013","13.1387","13.0750","13.1904","13.0695","0.41"
"08.10.2013","13.2245","13.1342","13.2265","13.0585","0.65"
"09.10.2013","13.1865","13.2235","13.2335","13.1513","-0.29"
"10.10.2013","13.0942","13.1840","13.2120","13.0554","-0.70"
"11.10.2013","12.9913","13.0976","13.1283","12.9855","-0.79"
"14.10.2013","12.9934","12.9830","13.0807","12.9452","0.02"
"15.10.2013","12.9925","12.9933","13.0375","12.9363","-0.01"
"16.10.2013","12.8434","12.9906","13.0090","12.8338","-1.15"
"17.10.2013","12.7797","12.8476","12.8785","12.7542","-0.50"
"18.10.2013","12.8558","12.7745","12.8685","12.7540","0.60"
"21.10.2013","12.9895","12.8405","12.9967","12.8277","1.04"
"22.10.2013","12.8435","12.9910","13.0195","12.8360","-1.12"
"23.10.2013","12.9930","12.8460","13.0053","12.8347","1.16"
"24.10.2013","12.9640","13.0000","13.0556","12.9327","-0.22"
"25.10.2013","12.8815","12.9610","13.0085","12.8320","-0.64"
"28.10.2013","12.8769","12.8799","12.9160","12.8340","-0.04"
"29.10.2013","12.9184","12.8729","12.9352","12.8682","0.32"
"30.10.2013","12.9351","12.9268","12.9984","12.8268","0.13"
"31.10.2013","13.0198","12.9326","13.0556","12.9168","0.65"
"01.11.2013","13.0615","13.0239","13.1055","13.0073","0.32"
"04.11.2013","12.9975","13.0658","13.0666","12.9645","-0.49"
"05.11.2013","13.1625","12.9987","13.1915","12.9815","1.27"
"06.11.2013","13.1780","13.1538","13.1889","13.0762","0.12"
"07.11.2013","13.2247","13.1737","13.2515","13.0916","0.35"
"08.11.2013","13.1698","13.2295","13.3375","13.1368","-0.42"
"11.11.2013","13.2165","13.1895","13.2777","13.1382","0.35"
"12.11.2013","13.1774","13.2122","13.2820","13.1505","-0.30"
"13.11.2013","13.0214","13.1713","13.2135","13.0132","-1.18"
"14.11.2013","12.9647","13.0247","13.1027","12.9587","-0.44"
"15.11.2013","12.9350","12.9695","13.0080","12.9325","-0.23"
"18.11.2013","12.8937","12.9290","12.9372","12.8466","-0.32"
"19.11.2013","12.9705","12.8890","12.9705","12.8660","0.60"
"20.11.2013","13.0926","12.9680","13.1180","12.9082","0.94"
"21.11.2013","13.0265","13.0902","13.1480","13.0177","-0.50"
"22.11.2013","12.9668","13.0309","13.0886","12.9627","-0.46"
"25.11.2013","13.0469","12.9737","13.0556","12.9507","0.62"
"26.11.2013","13.0520","13.0522","13.1483","13.0300","0.04"
"27.11.2013","13.1220","13.0510","13.1314","13.0490","0.54"
"28.11.2013","13.0795","13.1195","13.1375","13.0402","-0.32"
"29.11.2013","13.1025","13.0765","13.1369","13.0567","0.18"
"02.12.2013","13.2155","13.1075","13.2306","13.0866","0.86"
"03.12.2013","13.1084","13.2126","13.2707","13.0871","-0.81"
"04.12.2013","13.0418","13.1082","13.1699","13.0220","-0.51"
"05.12.2013","13.0907","13.0495","13.1143","12.9979","0.37"
"06.12.2013","12.9355","13.0890","13.1155","12.9070","-1.19"
"09.12.2013","12.8560","12.9247","12.9247","12.8037","-0.61"
"10.12.2013","12.8610","12.8580","12.8899","12.8050","0.04"
"11.12.2013","13.0401","12.8595","13.0401","12.8363","1.39"
"12.12.2013","12.9678","13.0400","13.0989","12.9615","-0.55"
"13.12.2013","12.8805","12.9741","13.0217","12.8801","-0.67"
"16.12.2013","12.9275","12.8816","12.9895","12.8794","0.36"
"17.12.2013","12.9520","12.9330","12.9868","12.9150","0.19"
"18.12.2013","12.8803","12.9483","13.0434","12.8303","-0.55"
"19.12.2013","12.9605","12.8820","13.0278","12.8725","0.62"
"20.12.2013","12.9745","12.9668","13.0876","12.9365","0.11"
"23.12.2013","12.9935","12.9784","13.0095","12.9475","0.15"
"24.12.2013","13.0338","12.9950","13.0500","12.9820","0.31"
"25.12.2013","13.0145","13.0288","13.0300","13.0095","-0.15"
"26.12.2013","13.0805","13.0145","13.0983","13.0145","0.51"
"27.12.2013","13.0570","13.0780","13.1371","13.0510","-0.18"
"30.12.2013","13.0685","13.0741","13.1040","13.0415","0.09"
"31.12.2013","13.0365","13.0640","13.1150","13.0130","-0.24"
"01.01.2014","13.0398","13.0415","13.0470","13.0365","0.03"
"02.01.2014","13.1538","13.0318","13.1649","13.0307","0.87"
"03.01.2014","13.1035","13.1567","13.1608","13.0535","-0.38"
"06.01.2014","13.0865","13.1075","13.1514","13.0635","-0.13"
"07.01.2014","13.0145","13.0835","13.1195","12.9955","-0.55"
"08.01.2014","13.1315","13.0135","13.1453","12.9825","0.90"
"09.01.2014","13.0860","13.1325","13.1626","13.0840","-0.35"
"10.01.2014","12.9630","13.0870","13.1030","12.9620","-0.94"
"13.01.2014","13.0820","12.9620","13.0935","12.9595","0.92"
"14.01.2014","13.0890","13.0810","13.1465","13.0580","0.05"
"15.01.2014","13.1945","13.0885","13.2240","13.0770","0.81"
"16.01.2014","13.2740","13.1955","13.3354","13.1900","0.60"
"17.01.2014","13.2450","13.2730","13.3211","13.2320","-0.22"
"20.01.2014","13.2378","13.2470","13.2734","13.2310","-0.05"
"21.01.2014","13.2767","13.2428","13.3557","13.2258","0.29"
"22.01.2014","13.3088","13.2750","13.3510","13.2517","0.24"
"23.01.2014","13.4012","13.3088","13.4480","13.3075","0.69"
"24.01.2014","13.4580","13.3935","13.6069","13.3765","0.42"
"27.01.2014","13.3660","13.4550","13.5260","13.3410","-0.68"
"28.01.2014","13.2551","13.3634","13.3794","13.2184","-0.83"
"29.01.2014","13.3985","13.2551","13.4688","13.1833","1.08"
"30.01.2014","13.3652","13.3985","13.4365","13.2790","-0.25"
"31.01.2014","13.3562","13.3640","13.4727","13.3083","-0.07"
"03.02.2014","13.5415","13.3715","13.5530","13.3077","1.39"
"04.02.2014","13.3223","13.5415","13.5415","13.3190","-1.62"
"05.02.2014","13.2918","13.3227","13.3910","13.2438","-0.23"
"06.02.2014","13.2773","13.2824","13.3494","13.1897","-0.11"
"07.02.2014","13.2854","13.2712","13.3879","13.2577","0.06"
"10.02.2014","13.3262","13.2795","13.3390","13.2692","0.31"
"11.02.2014","13.2845","13.3274","13.3566","13.2497","-0.31"
"12.02.2014","13.3227","13.2835","13.3441","13.2603","0.29"
"13.02.2014","13.2620","13.3214","13.3866","13.2466","-0.46"
"14.02.2014","13.2415","13.2706","13.2997","13.2217","-0.15"
"17.02.2014","13.2103","13.2363","13.2475","13.1828","-0.24"
"18.02.2014","13.2365","13.2065","13.2530","13.1955","0.20"
"19.02.2014","13.3271","13.2313","13.3402","13.2303","0.68"
"20.02.2014","13.2785","13.3275","13.3673","13.2595","-0.36"
"21.02.2014","13.2615","13.2758","13.3214","13.2418","-0.13"
"24.02.2014","13.2590","13.2642","13.3027","13.1930","-0.02"
"25.02.2014","13.2295","13.2535","13.2817","13.1915","-0.22"
"26.02.2014","13.3320","13.2300","13.3640","13.2158","0.77"
"27.02.2014","13.2620","13.3370","13.3720","13.2518","-0.53"
"28.02.2014","13.2450","13.2590","13.3028","13.2140","-0.13"
"03.03.2014","13.3330","13.3013","13.3522","13.2650","0.66"
"04.03.2014","13.2817","13.3320","13.3322","13.2465","-0.38"
"05.03.2014","13.2383","13.2823","13.2848","13.2250","-0.33"
"06.03.2014","13.1522","13.2392","13.2480","13.1253","-0.65"
"07.03.2014","13.1922","13.1609","13.2309","13.1150","0.30"
"10.03.2014","13.2150","13.1779","13.2429","13.1771","0.17"
"11.03.2014","13.2800","13.2185","13.2892","13.2050","0.49"
"12.03.2014","13.2432","13.2838","13.3194","13.2383","-0.28"
"13.03.2014","13.2917","13.2442","13.2932","13.1790","0.37"
"14.03.2014","13.2088","13.2927","13.3120","13.1943","-0.62"
"17.03.2014","13.1558","13.2125","13.2391","13.1317","-0.40"
"18.03.2014","13.1555","13.1568","13.2117","13.1457","-0.00"
"19.03.2014","13.2860","13.1582","13.2975","13.1443","0.99"
"20.03.2014","13.2594","13.2973","13.3323","13.2390","-0.20"
"21.03.2014","13.2280","13.2615","13.2823","13.2068","-0.24"
"24.03.2014","13.1785","13.2220","13.2339","13.1680","-0.37"
"25.03.2014","13.1145","13.1753","13.1955","13.1069","-0.49"
"26.03.2014","13.1288","13.1105","13.1441","13.0900","0.11"
"27.03.2014","13.0855","13.1380","13.1557","13.0610","-0.33"
"28.03.2014","13.0735","13.0812","13.1012","13.0497","-0.09"
"31.03.2014","13.0578","13.0570","13.0808","13.0325","-0.12"
"01.04.2014","13.0510","13.0653","13.0852","13.0210","-0.05"
"02.04.2014","13.0895","13.0435","13.1170","13.0375","0.30"
"03.04.2014","13.1167","13.0882","13.1448","13.0846","0.21"
"04.04.2014","13.0029","13.1198","13.1358","13.0017","-0.87"
"07.04.2014","13.0083","12.9988","13.0581","12.9845","0.04"
"08.04.2014","13.0513","13.0072","13.0582","12.9403","0.33"
"09.04.2014","12.9800","13.0500","13.0910","12.9693","-0.55"
"10.04.2014","13.0626","12.9833","13.0724","12.9683","0.64"
"11.04.2014","13.0425","13.0678","13.1312","13.0304","-0.15"
"14.04.2014","13.0240","13.0180","13.0977","13.0099","-0.14"
"15.04.2014","13.0961","13.0235","13.1237","13.0125","0.55"
"16.04.2014","13.0645","13.1008","13.1140","13.0350","-0.24"
"17.04.2014","13.0472","13.0632","13.0853","13.0355","-0.13"
"18.04.2014","13.0415","13.0512","13.0625","13.0337","-0.04"
"21.04.2014","13.0310","13.0546","13.0822","13.0183","-0.08"
"22.04.2014","13.0583","13.0295","13.0709","13.0177","0.21"
"23.04.2014","13.0652","13.0602","13.1112","13.0470","0.05"
"24.04.2014","13.0938","13.0687","13.1349","13.0608","0.22"
"25.04.2014","13.1305","13.1037","13.1577","13.0855","0.28"
"28.04.2014","13.1231","13.1257","13.1549","13.1054","-0.06"
"29.04.2014","13.1017","13.1239","13.1324","13.0730","-0.16"
"30.04.2014","13.0792","13.1026","13.1163","13.0541","-0.17"
"01.05.2014","13.0436","13.0821","13.0950","13.0375","-0.27"
"02.05.2014","13.0150","13.0455","13.0698","12.9702","-0.22"
"05.05.2014","13.0575","13.0125","13.0585","13.0005","0.33"
"06.05.2014","13.0290","13.0590","13.0650","12.9837","-0.22"
"07.05.2014","12.9660","13.0340","13.0510","12.9585","-0.48"
"08.05.2014","12.9475","12.9720","12.9782","12.9216","-0.14"
"09.05.2014","12.9472","12.9478","13.0095","12.9365","-0.00"
"12.05.2014","12.9537","12.9502","12.9745","12.9297","0.05"
"13.05.2014","12.9075","12.9615","12.9675","12.9055","-0.36"
"14.05.2014","12.8977","12.9070","12.9415","12.8714","-0.08"
"15.05.2014","12.9580","12.8900","13.0010","12.8862","0.47"
"16.05.2014","12.9065","12.9624","12.9854","12.8920","-0.40"
"19.05.2014","12.9002","12.9090","12.9383","12.8723","-0.05"
"20.05.2014","12.9093","12.9002","12.9667","12.8796","0.07"
"21.05.2014","12.9280","12.9167","12.9477","12.9009","0.14"
"22.05.2014","12.8809","12.9289","12.9423","12.8735","-0.36"
"23.05.2014","12.8575","12.8807","12.9017","12.8490","-0.18"
"26.05.2014","12.8715","12.8575","12.8747","12.8535","0.11"
"27.05.2014","12.8570","12.8715","12.9022","12.8514","-0.11"
"28.05.2014","12.8746","12.8575","12.8902","12.8540","0.14"
"29.05.2014","12.8404","12.8748","12.8784","12.8263","-0.27"
"30.05.2014","12.8587","12.8405","12.8743","12.8391","0.14"
"02.06.2014","12.9135","12.8635","12.9285","12.8559","0.43"
"03.06.2014","12.9395","12.9135","12.9762","12.8922","0.20"
"04.06.2014","12.9215","12.9398","12.9744","12.9175","-0.14"
"05.06.2014","12.8670","12.9230","12.9375","12.8618","-0.42"
"06.06.2014","12.9290","12.8652","12.9357","12.8207","0.48"
"09.06.2014","13.0320","12.9285","13.0407","12.8973","0.80"
"10.06.2014","13.0188","13.0322","13.0750","13.0120","-0.10"
"11.06.2014","13.0101","13.0167","13.0655","13.0034","-0.07"
"12.06.2014","12.9782","13.0075","13.0300","12.9625","-0.25"
"13.06.2014","13.0096","12.9784","13.0434","12.9733","0.24"
"16.06.2014","13.0465","13.0157","13.0480","13.0157","0.28"
"17.06.2014","13.1147","13.0440","13.1209","13.0320","0.52"
"18.06.2014","12.9787","13.1148","13.1198","12.9684","-1.04"
"19.06.2014","13.0235","12.9759","13.0298","12.9653","0.35"
"20.06.2014","12.9888","13.0235","13.0407","12.9827","-0.27"
"23.06.2014","13.0291","12.9884","13.0367","12.9745","0.31"
"24.06.2014","13.0612","13.0278","13.0725","13.0035","0.25"
"25.06.2014","13.0058","13.0623","13.0735","12.9977","-0.42"
"26.06.2014","13.0179","13.0055","13.0525","12.9967","0.09"
"27.06.2014","12.9625","13.0191","13.0295","12.9577","-0.43"
"30.06.2014","12.9682","12.9628","13.0068","12.9608","0.04"
"01.07.2014","12.9431","12.9667","12.9897","12.9362","-0.19"
"02.07.2014","12.9965","12.9449","13.0112","12.9333","0.41"
"03.07.2014","12.9561","12.9929","13.0496","12.9505","-0.31"
"04.07.2014","12.9764","12.9450","12.9851","12.9446","0.16"
"07.07.2014","13.0225","12.9753","13.0297","12.9708","0.36"
"08.07.2014","12.9859","13.0199","13.0292","12.9787","-0.28"
"09.07.2014","12.9697","12.9847","13.0072","12.9574","-0.12"
"10.07.2014","12.9916","12.9721","13.0386","12.9656","0.17"
"11.07.2014","12.9959","12.9918","13.0113","12.9800","0.03"
"14.07.2014","12.9536","12.9943","12.9998","12.9494","-0.33"
"15.07.2014","12.9468","12.9546","12.9817","12.9257","-0.05"
"16.07.2014","12.9147","12.9481","12.9583","12.9033","-0.25"
"17.07.2014","12.9999","12.9136","13.0129","12.9104","0.66"
"18.07.2014","12.9483","13.0007","13.0044","12.9464","-0.40"
"21.07.2014","12.9710","12.9468","12.9848","12.9450","0.18"
"22.07.2014","12.9450","12.9719","12.9830","12.9260","-0.20"
"23.07.2014","12.9350","12.9452","12.9504","12.9192","-0.08"
"24.07.2014","12.9613","12.9313","12.9693","12.9258","0.20"
"25.07.2014","12.9433","12.9602","12.9706","12.9362","-0.14"
"28.07.2014","13.0053","12.9433","13.0075","12.9412","0.48"
"29.07.2014","13.0674","13.0053","13.0781","12.9983","0.48"
"30.07.2014","13.1538","13.0683","13.1855","13.0600","0.66"
"31.07.2014","13.2177","13.1523","13.2464","13.1458","0.49"
"01.08.2014","13.1815","13.2170","13.2622","13.1525","-0.27"
"04.08.2014","13.1952","13.1838","13.2188","13.1691","0.10"
"05.08.2014","13.2915","13.1970","13.3015","13.1738","0.73"
"06.08.2014","13.2325","13.2917","13.3356","13.2295","-0.44"
"07.08.2014","13.2787","13.2331","13.3054","13.2189","0.35"
"08.08.2014","13.2487","13.2793","13.3193","13.2203","-0.23"
"11.08.2014","13.1806","13.2462","13.2607","13.1621","-0.51"
"12.08.2014","13.1360","13.1805","13.2085","13.1305","-0.34"
"13.08.2014","13.1363","13.1350","13.1521","13.0915","0.00"
"14.08.2014","13.0712","13.1365","13.1425","13.0545","-0.50"
"15.08.2014","13.0745","13.0725","13.1265","13.0335","0.03"
"18.08.2014","13.0478","13.0771","13.0801","13.0420","-0.20"
"19.08.2014","13.0475","13.0462","13.0675","13.0355","-0.00"
"20.08.2014","13.1361","13.0464","13.1374","13.0431","0.68"
"21.08.2014","13.1077","13.1374","13.1454","13.0802","-0.22"
"22.08.2014","13.1395","13.1037","13.1545","13.0970","0.24"
"25.08.2014","13.1510","13.1384","13.1569","13.1164","0.09"
"26.08.2014","13.0976","13.1509","13.1679","13.0905","-0.41"
"27.08.2014","13.0844","13.0957","13.1044","13.0608","-0.10"
"28.08.2014","13.0860","13.0849","13.1297","13.0765","0.01"
"29.08.2014","13.0878","13.0880","13.1019","13.0475","0.01"
"01.09.2014","13.0995","13.0865","13.1014","13.0760","0.09"
"02.09.2014","13.1103","13.0966","13.1500","13.0912","0.08"
"03.09.2014","13.0985","13.1098","13.1197","13.0725","-0.09"
"04.09.2014","13.1475","13.0997","13.1575","13.0503","0.37"
"05.09.2014","13.0305","13.1525","13.1590","13.0275","-0.89"
"08.09.2014","13.1385","13.0345","13.1435","13.0298","0.83"
"09.09.2014","13.2020","13.1373","13.2428","13.1350","0.48"
"10.09.2014","13.1932","13.2020","13.2640","13.1820","-0.07"
"11.09.2014","13.2295","13.1940","13.2398","13.1765","0.28"
"12.09.2014","13.2535","13.2325","13.3002","13.2219","0.18"
"15.09.2014","13.2362","13.2530","13.2809","13.1920","-0.13"
"16.09.2014","13.1595","13.2338","13.2582","13.1243","-0.58"
"17.09.2014","13.2450","13.1598","13.2595","13.1403","0.65"
"18.09.2014","13.2360","13.2432","13.2697","13.2073","-0.07"
"19.09.2014","13.2110","13.2398","13.2627","13.1852","-0.19"
"22.09.2014","13.2780","13.2100","13.2945","13.2100","0.51"
"23.09.2014","13.3175","13.2780","13.3210","13.2315","0.30"
"24.09.2014","13.2795","13.3167","13.3252","13.2645","-0.29"
"25.09.2014","13.3868","13.2765","13.4055","13.2715","0.81"
"26.09.2014","13.4470","13.3867","13.4867","13.3643","0.45"
"29.09.2014","13.4990","13.4409","13.5403","13.4409","0.39"
"30.09.2014","13.4277","13.5004","13.5104","13.4082","-0.53"
"01.10.2014","13.4550","13.4295","13.4825","13.4105","0.20"
"02.10.2014","13.3820","13.4558","13.4700","13.3540","-0.54"
"03.10.2014","13.4862","13.3855","13.5132","13.3630","0.78"
"06.10.2014","13.3977","13.4900","13.4955","13.3570","-0.66"
"07.10.2014","13.4752","13.3983","13.4836","13.3798","0.58"
"08.10.2014","13.3373","13.4763","13.5120","13.3015","-1.02"
"09.10.2014","13.4365","13.3388","13.4457","13.2757","0.74"
"10.10.2014","13.4825","13.4413","13.4882","13.3780","0.34"
